HR0,HR1,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR2,HR20,HR21,HR22,HR24,HR25,HR26,HR27,HR28,HR29,HR3,HR4,HR5,HR6,HR7,HR8,HR9,NormativeModel_fitness,label
4,9,0,0,0,0,4,0,9,0,0,0,4,0,4,9,0,0,4,0,0,4,0,9,0,0,0,0,4,0.6341463414634146,Normal_154
0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4,4,0,9,0,0,0,4,0,0,0,4,4,0,0.7727272727272727,Normal_155
4,0,4,4,9,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,4,0,0,0,0,9,4,0.65,Normal_156
0,0,9,0,0,0,9,0,0,0,0,4,0,0,9,9,0,4,0,0,0,14,0,0,0,4,9,4,0,0.6222222222222222,Normal_157
0,9,4,0,0,4,4,0,0,0,9,4,0,14,0,9,0,0,0,0,9,0,9,9,0,0,0,9,9,0.4651162790697675,Normal_158
4,9,0,0,0,0,0,9,14,4,4,4,4,0,0,9,9,0,0,0,0,14,4,0,0,9,9,0,0,0.4782608695652174,Normal_159
4,0,9,0,9,9,4,0,4,0,0,9,0,0,0,0,0,0,0,9,0,0,0,4,0,4,0,0,0,0.6875,Normal_16
4,4,0,4,4,4,4,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0.7073170731707317,Normal_160
9,4,0,0,9,0,4,4,0,0,0,9,4,0,0,9,4,0,4,0,4,4,4,0,4,0,9,0,4,0.36363636363636365,Normal_161
9,4,4,0,0,0,0,4,0,0,0,0,0,4,9,0,9,4,0,4,0,4,4,0,0,0,0,0,0,0.6818181818181819,Normal_162
0,0,0,0,9,9,0,0,4,4,0,9,0,4,9,4,9,0,0,0,0,14,9,0,0,0,9,9,0,0.5,Normal_163
4,9,0,0,0,0,14,0,0,9,0,4,9,9,0,0,0,0,4,0,0,4,0,0,4,0,9,9,4,0.5116279069767442,Normal_164
0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,4,4,0,0,0,9,0,0,0,0,9,0.7608695652173914,Normal_165
4,4,4,4,0,0,0,9,0,0,4,0,9,0,0,0,0,0,4,4,0,9,0,4,0,0,0,0,0,0.6666666666666667,Normal_166
4,9,0,0,9,9,0,0,9,0,4,4,0,0,0,0,4,4,4,4,0,4,14,0,0,0,9,0,4,0.5,Normal_167
9,0,14,0,0,9,0,0,4,0,0,9,0,4,9,4,4,0,0,0,14,0,0,0,0,0,4,4,9,0.47619047619047616,Normal_168
4,0,4,0,4,0,0,9,0,0,0,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0.7954545454545454,Normal_169
0,0,9,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,9,0,4,0,0,4,0,9,0,0.7073170731707317,Normal_17
0,4,0,0,0,0,0,0,0,9,0,0,0,4,0,4,9,0,0,0,4,0,4,0,0,0,4,4,9,0.6666666666666667,Normal_170
4,9,0,0,0,9,0,0,14,4,4,4,4,0,0,9,9,0,0,0,0,14,4,0,0,9,9,0,0,0.4782608695652174,Normal_171
0,0,4,0,14,0,0,4,0,0,9,9,0,9,4,4,0,0,0,14,4,0,0,0,4,0,4,4,0,0.5238095238095238,Normal_172
0,4,0,0,0,4,0,0,0,0,4,0,4,4,0,0,0,4,0,0,0,4,4,0,4,0,0,14,0,0.7142857142857143,Normal_173
0,0,0,0,4,9,9,4,0,0,0,0,9,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0.7317073170731707,Normal_174
0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,9,0,0,0,9,0,0,9,0,9,0,0,0,0,0.75,Normal_175
4,4,4,0,4,0,4,14,0,0,0,0,0,0,0,0,0,4,4,4,0,9,0,0,4,0,9,9,4,0.5869565217391304,Normal_176
0,0,4,4,0,0,9,0,0,0,0,4,0,0,9,9,0,4,0,0,0,14,0,0,0,4,9,4,0,0.6222222222222222,Normal_177
0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4,4,0,9,0,0,0,4,0,0,0,4,4,0,0.7727272727272727,Normal_178
19,9,0,0,0,0,4,9,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,4,0,9,0,0,14,0.6122448979591837,Normal_179
9,9,4,4,0,4,4,4,0,14,0,4,4,0,9,9,0,0,0,4,0,4,4,4,4,0,0,0,4,0.4666666666666667,Normal_18
0,4,0,0,4,0,9,0,0,0,0,0,0,4,9,0,0,0,0,0,9,4,4,0,9,0,9,0,4,0.6190476190476191,Normal_180
0,4,0,0,0,9,9,0,0,0,0,4,4,0,9,0,4,0,0,4,0,4,9,0,0,0,0,0,9,0.6,Normal_181
9,0,9,0,0,0,4,4,0,4,4,9,0,4,9,0,0,9,0,0,9,0,9,0,4,0,0,9,4,0.5208333333333333,Normal_182
0,0,0,0,0,0,4,0,0,0,0,9,4,0,0,4,4,4,0,0,4,0,4,9,0,0,0,4,4,0.7173913043478262,Normal_183
9,0,14,0,0,0,4,4,4,0,4,0,4,0,0,0,0,0,0,0,0,14,0,4,4,4,0,0,0,0.6444444444444444,Normal_184
0,0,0,0,9,4,0,0,0,0,9,0,0,4,0,4,4,4,4,4,0,0,4,9,0,0,0,9,0,0.6363636363636364,Normal_185
0,9,4,0,0,0,0,4,0,4,4,0,4,9,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0.7142857142857143,Normal_186
9,4,4,4,9,4,0,0,4,4,4,9,0,0,9,0,0,0,0,9,4,9,4,0,4,0,0,4,4,0.4418604651162791,Normal_187
9,0,0,0,0,14,0,0,4,4,9,0,0,19,0,14,4,0,4,4,0,0,9,4,4,4,14,0,9,0.43137254901960786,Normal_188
0,0,4,0,4,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,4,0.7441860465116279,Normal_189
4,0,0,4,0,9,4,0,9,0,0,0,0,4,4,4,0,4,4,14,0,0,4,4,4,4,0,0,4,0.5555555555555556,Normal_19
0,0,9,0,0,9,0,0,4,4,0,9,0,4,9,4,9,0,0,0,0,14,9,0,0,0,9,9,0,0.5,Normal_190
0,0,0,0,4,9,9,4,0,0,0,0,9,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0.7317073170731707,Normal_191
0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,9,0,0,0,9,0,0,9,0,9,0,0,0,0,0.75,Normal_192
4,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,4,4,4,0,4,0,0,0,4,4,0,0.6428571428571428,Normal_193
0,9,4,4,0,4,9,9,0,4,0,4,4,9,0,4,0,0,9,0,9,0,4,9,0,0,4,0,0,0.42500000000000004,Normal_194
0,0,9,0,14,0,0,0,9,0,0,0,9,4,4,4,9,0,0,4,0,0,4,0,0,0,9,0,0,0.6086956521739131,Normal_195
0,0,4,0,4,4,0,4,0,0,0,0,0,9,0,4,9,9,0,0,0,0,4,4,0,0,9,0,9,0.575,Normal_196
0,0,0,0,0,0,9,4,0,0,4,9,9,0,0,4,9,0,0,0,9,9,4,0,0,0,4,4,0,0.5909090909090908,Normal_197
0,4,4,4,4,0,9,0,0,0,0,0,0,4,0,9,0,0,0,0,9,4,4,0,9,0,0,0,4,0.6190476190476191,Normal_198
0,0,0,9,4,4,0,9,0,0,0,0,0,0,0,4,0,0,0,0,9,0,4,0,0,9,0,4,9,0.6511627906976745,Normal_199
4,4,0,0,0,0,0,0,4,4,0,4,4,4,9,0,0,0,4,0,4,9,0,0,9,0,0,0,0,0.6511627906976745,Normal_2
0,0,0,0,4,4,9,0,0,0,0,0,0,4,4,9,4,0,0,0,9,0,0,9,0,0,4,4,0,0.6590909090909092,Normal_20
0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,9,0,4,0.813953488372093,Normal_21
9,0,0,0,0,4,0,9,4,4,9,0,0,19,0,14,4,0,4,4,0,0,9,4,4,4,14,0,9,0.43137254901960786,Normal_22
9,4,0,0,9,0,4,4,0,0,0,9,4,0,0,9,4,0,4,0,4,4,4,0,4,0,9,0,4,0.36363636363636365,Normal_23
9,0,14,0,0,9,0,0,4,0,0,9,0,4,9,4,4,0,0,0,14,0,0,0,0,0,4,4,9,0.47619047619047616,Normal_24
0,0,0,0,4,0,0,0,0,9,0,0,0,9,9,9,0,0,0,0,14,0,0,0,4,0,4,0,0,0.6818181818181819,Normal_25
0,9,0,9,0,14,9,0,0,0,0,9,9,9,4,0,0,0,0,4,9,0,0,4,4,9,4,9,0,0.4222222222222223,Normal_26
4,0,0,0,4,0,0,4,0,0,4,0,0,0,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8222222222222222,Normal_27
4,4,0,4,4,4,4,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0.7073170731707317,Normal_28
9,4,0,9,4,9,0,4,4,4,4,0,0,4,9,4,14,0,9,0,0,9,14,0,4,0,0,0,4,0.36363636363636365,Normal_29
4,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,4,4,4,0,4,0,0,0,4,4,0,0.6428571428571428,Normal_3
4,0,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0.8157894736842105,Normal_30
0,0,0,0,0,4,4,0,0,4,0,0,4,4,4,4,4,0,0,0,4,0,0,0,9,0,4,0,4,0.6285714285714286,Normal_31
9,4,0,0,9,0,4,4,0,0,0,9,4,0,0,9,4,0,4,0,4,4,4,0,4,0,9,0,4,0.36363636363636365,Normal_32
4,9,0,0,0,4,9,0,0,0,4,14,14,9,4,0,4,4,4,0,4,0,0,0,0,14,0,4,4,0.41860465116279066,Normal_33
4,0,0,4,4,0,4,0,0,9,0,4,0,14,0,0,0,0,4,0,4,0,4,0,9,0,4,0,4,0.5853658536585367,Normal_34
0,0,0,0,4,4,9,0,0,0,0,0,0,4,4,9,4,0,0,0,9,0,0,9,0,0,4,4,0,0.6590909090909092,Normal_35
0,0,9,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,9,0,4,0,0,4,0,9,0,0.7073170731707317,Normal_36
0,9,4,4,0,4,9,9,0,4,0,4,4,9,0,4,0,0,9,0,9,0,4,9,0,0,4,0,0,0.42500000000000004,Normal_37
9,9,0,0,9,9,0,0,0,0,0,9,0,9,4,9,9,0,0,0,0,0,0,14,0,14,9,9,0,0.44897959183673475,Normal_38
4,4,4,4,9,4,0,14,0,4,0,0,9,9,9,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0.4878048780487805,Normal_39
0,9,4,4,0,4,9,9,0,4,0,4,4,9,0,4,0,0,9,0,9,0,4,9,0,0,4,0,0,0.42500000000000004,Normal_4
0,0,4,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,4,0,4,0,0,4,0,0,0,0.8048780487804879,Normal_40
4,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,4,4,4,0,4,0,0,0,4,4,0,0.6428571428571428,Normal_41
4,0,4,4,0,4,0,9,0,0,0,4,0,0,0,4,4,0,0,0,4,0,4,0,0,0,0,9,4,0.65,Normal_42
9,4,0,0,0,0,4,9,9,0,4,4,0,4,4,9,0,0,0,0,0,9,0,0,4,4,9,0,14,0.5,Normal_43
4,0,0,0,0,9,0,0,0,4,4,4,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,4,0.7619047619047619,Normal_44
0,0,4,0,4,4,0,4,0,0,0,0,0,9,0,4,9,9,0,0,0,0,4,4,0,0,9,0,9,0.575,Normal_45
4,0,4,0,14,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0.7045454545454546,Normal_46
4,9,4,0,9,9,0,0,9,0,0,9,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,9,0,0.5609756097560976,Normal_47
0,4,0,4,0,9,4,0,4,4,0,0,0,0,0,4,4,0,0,0,4,4,9,0,0,0,0,0,0,0.675,Normal_48
9,0,0,0,0,4,0,9,4,4,9,0,0,19,0,14,4,0,4,4,0,0,9,4,4,4,14,0,9,0.43137254901960786,Normal_49
0,9,0,0,0,9,4,0,0,4,0,4,4,4,4,0,4,9,0,0,4,4,4,4,4,4,4,0,4,0.4473684210526315,Normal_5
0,0,4,0,0,4,0,9,0,9,0,9,0,4,0,4,0,9,0,0,14,0,4,0,0,0,9,4,0,0.5681818181818181,Normal_50
0,9,0,0,0,4,0,0,0,9,0,4,0,4,0,0,4,9,0,0,0,4,0,0,0,0,0,4,9,0.6956521739130435,Normal_51
9,0,4,0,4,4,9,0,0,4,0,0,0,9,0,0,9,0,0,0,4,4,0,0,0,0,0,9,9,0.6086956521739131,Normal_52
0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9318181818181819,Normal_53
0,4,4,0,4,0,0,9,0,0,4,0,9,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0.7142857142857143,Normal_54
9,9,4,0,9,0,0,0,4,4,4,0,0,9,9,9,0,4,0,0,0,4,0,0,0,0,9,24,4,0.4222222222222223,Normal_55
0,4,4,0,4,0,0,9,0,0,4,0,9,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0.7142857142857143,Normal_56
9,0,4,4,0,0,4,4,0,4,4,9,0,4,9,0,0,9,0,0,9,0,9,0,4,0,0,9,4,0.5208333333333333,Normal_57
9,4,9,0,0,0,0,0,0,9,0,0,9,9,0,0,4,9,0,0,9,9,0,4,4,4,9,0,9,0.4565217391304348,Normal_58
4,0,0,0,4,0,0,4,0,0,4,0,0,0,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8222222222222222,Normal_59
4,0,9,0,0,9,0,0,0,9,0,0,0,4,0,14,9,0,0,0,14,0,4,4,0,4,9,4,0,0.5319148936170213,Normal_6
0,0,14,0,4,9,4,4,0,0,14,0,9,4,0,0,9,0,9,0,4,4,9,0,4,0,0,4,4,0.375,Normal_60
4,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,4,4,4,0,4,0,0,0,4,4,0,0.6428571428571428,Normal_61
0,0,4,0,4,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,4,0.7441860465116279,Normal_62
0,0,0,0,9,4,0,0,0,0,9,0,0,4,0,4,4,4,4,4,0,0,4,9,0,0,0,9,0,0.6363636363636364,Normal_63
0,0,0,0,0,0,0,0,14,0,0,0,9,4,14,9,0,0,4,0,0,4,9,0,9,0,4,9,0,0.5555555555555556,Normal_64
4,0,4,0,4,0,0,9,0,0,0,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0.7954545454545454,Normal_65
4,0,0,0,4,9,4,0,0,0,0,4,0,0,4,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0.75,Normal_66
0,4,0,0,0,0,0,0,0,9,0,0,0,4,0,4,9,0,0,0,4,0,4,0,0,0,4,4,9,0.6666666666666667,Normal_67
0,4,0,0,0,4,0,0,0,0,4,0,4,4,0,0,0,4,0,0,0,4,4,0,4,0,0,14,0,0.7142857142857143,Normal_68
9,0,0,0,0,9,0,0,0,0,0,9,0,4,4,0,0,0,4,4,4,0,0,0,0,9,4,4,0,0.6511627906976745,Normal_69
0,0,4,0,0,0,4,9,0,0,4,0,0,0,0,0,9,0,0,4,0,4,0,0,0,0,0,0,4,0.7777777777777778,Normal_7
9,9,0,0,0,4,0,0,0,0,9,0,0,4,9,9,0,0,9,0,4,0,4,4,4,4,4,4,0,0.5,Normal_70
0,0,4,0,4,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,4,0.7441860465116279,Normal_71
0,0,4,0,9,0,0,4,0,0,0,4,9,0,0,9,9,0,0,0,0,9,9,0,0,0,0,9,0,0.5952380952380952,Normal_72
4,9,0,0,9,0,0,0,0,0,0,0,0,0,9,0,9,0,4,4,4,0,4,0,0,0,4,4,0,0.6428571428571428,Normal_73
0,0,4,0,4,4,0,4,0,0,0,0,0,0,9,4,9,9,0,0,0,0,4,4,0,0,9,0,9,0.575,Normal_74
0,4,0,0,9,9,0,0,0,4,0,9,14,4,4,0,0,9,0,0,0,0,0,0,0,9,0,0,9,0.5777777777777777,Normal_75
4,9,0,0,0,0,9,9,0,0,0,4,4,4,0,4,0,9,0,0,0,9,0,9,0,0,4,4,0,0.5476190476190477,Normal_76
9,0,4,4,4,0,9,0,0,0,0,0,0,4,4,0,9,0,0,0,4,0,4,0,4,0,0,4,0,0.5945945945945945,Normal_77
9,0,14,0,0,9,0,0,4,0,0,9,0,4,9,4,4,0,0,0,14,0,0,0,0,0,4,4,9,0.47619047619047616,Normal_78
9,0,0,0,9,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0.7674418604651163,Normal_79
0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0.8717948717948718,Normal_8
0,0,0,0,4,9,0,4,0,9,0,0,9,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0.7317073170731707,Normal_80
0,0,9,0,0,14,9,0,0,0,0,9,9,4,0,4,9,0,0,0,0,0,0,9,0,0,4,4,0,0.5777777777777777,Normal_81
4,9,4,0,9,9,9,0,0,0,9,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,9,0,0.5609756097560976,Normal_82
4,0,0,0,4,0,4,0,0,0,9,0,9,4,0,0,4,0,0,0,9,0,4,0,0,0,9,4,9,0.5526315789473684,Normal_83
0,9,0,0,14,9,4,0,0,0,0,0,4,0,19,9,0,0,9,0,0,0,9,0,0,0,9,0,4,0.5,Normal_84
4,14,0,0,9,4,9,0,0,0,4,0,4,4,9,9,9,0,0,0,9,0,4,0,0,0,4,4,4,0.4666666666666667,Normal_85
9,0,0,0,4,0,4,0,0,4,0,9,0,9,0,0,9,0,14,0,0,0,0,0,0,0,9,4,0,0.6046511627906976,Normal_86
0,0,0,0,4,0,0,0,9,0,0,0,9,9,14,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0.7333333333333334,Normal_87
0,0,4,0,0,0,4,9,0,0,4,0,0,0,0,0,9,0,0,4,0,4,0,0,0,0,0,0,4,0.7777777777777778,Normal_88
0,0,4,0,0,4,9,9,0,0,0,0,4,4,9,4,9,4,4,4,0,4,0,9,0,0,4,9,0,0.4883720930232558,Normal_89
9,4,0,0,0,9,0,0,0,9,0,4,4,14,4,0,9,0,4,0,0,9,0,0,0,0,9,9,4,0.4772727272727273,Normal_9
4,4,4,0,4,0,4,14,0,0,0,0,0,0,0,0,0,4,4,4,0,9,0,0,4,0,9,9,4,0.5869565217391304,Normal_90
4,9,0,0,0,9,4,0,0,0,0,4,9,0,4,0,0,9,0,0,0,4,0,0,0,0,0,9,0,0.6428571428571428,Normal_91
0,0,0,0,9,4,0,0,0,0,9,0,0,4,0,4,4,4,4,4,0,0,4,9,0,0,0,9,0,0.6363636363636364,Normal_92
14,0,14,0,4,4,4,4,0,0,0,9,4,4,0,14,9,0,0,9,4,9,4,0,0,0,0,9,4,0.28205128205128205,Normal_93
0,0,0,0,4,4,4,4,0,0,0,4,4,4,9,4,9,0,0,0,9,4,4,0,9,0,0,0,0,0.5135135135135135,Normal_94
4,9,14,0,0,9,4,0,4,0,4,4,4,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0.6363636363636364,Normal_95
0,0,4,0,4,4,9,4,0,0,0,0,0,9,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0.6923076923076923,Normal_96
4,4,4,0,14,0,0,0,4,4,4,4,4,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0.6956521739130435,Normal_97
9,4,0,9,4,9,0,4,4,4,4,0,0,4,9,4,4,0,9,0,9,9,14,0,4,0,0,0,4,0.36363636363636365,Normal_98
4,4,4,0,0,0,4,0,0,4,0,9,4,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,4,0.7045454545454546,Normal_99
