t09,t10,t19,t20,t17,t21,t22,t42,t38,t39,t40,t36,t35,t32,t43,t44,t30,t46,t69,t55,t31,t70,t65,t56,t47,t37,t62,t64,t11,t05,t15,t13,t52,t41,t24,t23,t34,t26,t27,t71,t28,t48,t68,t59,t16,t45,t66,t14,t29,t25,t60,t18,t33,t12,t57,t58,t06,t04,t07,t01,t02,t08,t03,label
5,5,0,2,4,3,1,1,1,2,1,2,0,1,0,0,3,2,0,5,1,2,2,2,0,0,0,0,3,3,3,1,1,0,2,2,3,2,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,Normal_129
0,5,0,2,2,2,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,Normal_13
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,Normal_130
0,5,0,4,4,5,3,4,0,4,1,4,0,0,2,2,0,4,0,0,0,4,4,0,0,0,0,0,2,0,1,0,0,0,2,2,1,2,2,1,1,0,0,0,1,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal_131
0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,1,3,0,0,Normal_132
0,5,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,Normal_133
0,5,0,3,3,4,3,3,0,3,3,3,0,0,0,0,0,2,1,0,0,1,3,0,1,1,1,0,2,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,4,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,Normal_134
5,5,0,2,4,3,1,3,2,2,4,3,1,0,2,2,3,5,1,9,3,0,6,10,3,4,4,4,3,3,4,1,1,1,2,2,1,2,2,1,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal_135
5,6,2,3,4,3,2,2,2,2,0,2,0,0,1,1,2,2,0,2,0,1,2,0,0,0,1,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Normal_136
0,5,0,2,2,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,Normal_137
5,5,0,3,2,3,0,4,2,3,1,4,1,1,0,0,1,2,1,0,0,0,2,0,1,1,1,1,3,0,1,0,0,2,3,3,2,3,3,1,2,1,1,0,3,1,3,4,3,3,1,0,2,1,0,0,0,0,0,2,2,0,0,Normal_138
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,Normal_139
0,5,0,2,2,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,2,3,0,0,Normal_14
0,5,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,Normal_140
5,5,1,2,4,2,0,2,2,2,0,2,0,0,0,0,2,2,1,2,0,1,2,0,0,0,0,0,1,2,2,0,0,0,2,2,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,Normal_141
0,5,0,3,4,3,0,3,0,3,1,3,0,0,2,2,0,3,1,3,0,1,3,1,0,0,1,0,1,2,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Normal_142
0,5,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,Normal_143
0,5,0,0,1,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,2,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,2,1,1,1,1,0,0,0,0,0,2,2,0,1,1,0,0,Normal_144
4,5,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,3,1,0,Normal_145
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,4,1,2,Normal_146
0,5,0,3,3,3,1,3,0,3,1,3,0,0,0,0,0,3,0,0,0,1,3,0,1,0,2,0,2,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,2,3,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Normal_147
2,5,0,3,3,3,0,2,0,7,2,11,0,5,3,3,0,11,3,20,0,3,11,20,5,5,5,0,1,1,2,0,11,0,3,3,2,3,3,1,2,5,5,0,1,5,3,1,3,3,5,0,0,0,0,0,3,2,0,0,0,0,1,Normal_148
0,5,0,2,2,3,2,3,0,3,0,3,0,0,2,2,0,3,2,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,Normal_149
5,5,1,4,4,5,2,3,3,3,1,3,0,0,0,0,2,3,3,0,0,0,3,0,0,0,0,0,4,0,1,1,0,0,3,3,2,3,2,2,1,0,0,0,3,0,5,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,Normal_15
0,5,0,3,3,3,1,2,0,2,0,2,0,0,2,2,0,2,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,1,1,0,0,0,2,0,3,2,2,2,0,0,0,0,0,0,1,1,0,1,2,0,0,Normal_150
4,5,2,2,4,2,0,1,1,1,1,1,0,0,0,0,2,1,0,2,0,0,1,1,0,1,1,1,0,0,3,0,0,0,2,2,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,Normal_151
0,5,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,Normal_152
5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,2,2,2,0,Normal_153
0,5,0,3,3,3,0,3,0,3,0,3,0,0,1,1,0,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,2,2,0,0,3,0,0,Normal_154
2,5,0,4,5,5,3,5,2,5,2,5,0,0,1,1,0,5,2,3,0,2,6,1,0,1,1,0,3,1,1,1,0,0,1,1,2,1,1,0,1,1,1,0,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Normal_155
0,5,0,1,1,2,1,2,0,2,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,Normal_156
5,5,1,2,3,3,2,2,2,2,2,2,0,0,0,0,3,2,1,3,0,0,2,1,1,1,1,1,2,2,3,1,0,0,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Normal_157
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,1,3,2,1,Normal_158
5,5,1,1,2,2,1,1,1,1,1,1,0,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,1,1,4,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,Normal_159
5,5,1,2,4,3,1,1,1,1,0,1,0,0,0,0,3,1,0,3,0,1,1,0,0,0,0,0,2,2,3,1,0,0,2,2,3,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,Normal_16
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,2,2,3,0,1,Normal_160
0,5,0,2,2,3,2,3,0,3,3,3,0,0,0,0,0,3,1,3,0,0,4,1,2,1,2,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Normal_161
0,5,0,1,1,2,1,2,0,2,0,2,0,0,0,0,0,2,0,2,0,1,2,1,1,0,1,0,2,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Normal_162
5,6,0,1,1,1,1,2,1,4,3,6,2,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,4,0,1,Normal_163
0,5,0,2,2,2,2,2,0,2,0,2,0,0,2,2,0,2,1,2,0,1,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,Normal_164
5,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,Normal_165
5,5,3,3,3,3,1,3,4,3,2,3,0,0,0,0,3,3,1,3,0,0,3,2,0,2,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Normal_166
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,Normal_167
5,5,2,3,3,4,2,4,4,4,0,4,0,0,3,3,0,4,1,0,0,1,4,0,2,1,2,2,2,1,1,1,0,0,2,2,1,2,2,0,2,1,1,0,1,2,4,2,2,2,1,0,4,0,0,0,1,1,0,0,0,1,0,Normal_168
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,4,1,2,Normal_169
0,5,0,2,3,2,1,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Normal_17
5,5,0,1,2,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Normal_170
5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,1,Normal_171
0,5,0,4,7,5,2,4,0,4,3,4,0,0,1,1,0,4,2,5,0,1,4,1,1,1,1,0,3,4,1,0,0,0,3,3,4,3,3,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal_172
5,5,1,1,1,3,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,2,0,2,2,0,0,3,3,0,3,3,2,1,0,0,0,0,0,3,2,3,3,0,0,1,0,0,0,0,0,0,2,2,0,0,Normal_173
5,5,0,2,4,3,1,3,2,2,4,3,1,0,2,2,3,5,1,9,3,0,6,10,3,4,4,4,3,3,4,1,1,1,2,2,1,2,2,1,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal_174
5,6,2,3,4,3,2,2,2,2,0,2,0,0,1,1,2,2,0,2,0,1,2,0,0,0,1,1,1,1,1,0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Normal_175
5,6,0,1,1,1,1,2,1,4,3,6,2,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,4,0,1,Normal_176
5,5,2,2,2,2,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,Normal_177
0,5,0,2,2,2,2,2,0,2,1,2,0,0,0,0,0,2,1,2,0,1,2,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,Normal_178
5,6,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,3,0,1,3,1,2,Normal_179
5,5,1,1,1,3,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,2,0,2,2,0,0,3,3,0,3,3,2,1,0,0,0,0,0,3,2,3,3,0,0,1,0,0,0,0,0,0,2,2,0,0,Normal_18
5,5,0,1,1,1,0,2,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,Normal_180
5,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,4,0,1,Normal_181
0,5,0,3,4,3,2,2,0,2,1,2,0,0,0,0,0,2,1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Normal_182
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Normal_183
0,5,0,4,7,5,2,4,0,4,3,4,0,0,1,1,0,4,2,5,0,1,4,1,1,1,1,0,3,4,1,0,0,0,3,3,4,3,3,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal_184
5,5,2,2,3,2,0,4,2,4,3,5,1,1,1,1,2,6,2,9,4,1,6,10,1,3,3,3,0,0,3,0,1,2,1,1,2,1,1,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Normal_185
0,5,0,1,1,2,1,2,0,2,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,Normal_186
5,5,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,3,0,1,3,1,2,Normal_187
5,5,1,1,1,2,1,6,2,2,1,3,1,0,1,1,0,4,2,3,2,0,4,3,2,2,2,2,1,1,1,1,1,4,1,1,0,1,1,0,1,2,2,0,0,2,2,1,1,1,2,0,2,0,2,0,3,4,1,0,3,0,3,Normal_188
0,5,0,2,3,2,1,1,0,1,1,1,0,0,1,1,0,1,0,2,0,0,1,1,1,1,1,0,0,1,2,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,Normal_189
6,5,0,2,3,2,1,1,1,4,1,5,1,2,1,1,2,1,0,2,0,0,1,1,1,1,1,1,2,3,2,0,0,0,1,1,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,Normal_19
5,5,1,2,3,2,1,1,1,1,0,1,0,0,1,1,2,6,3,13,5,3,6,11,0,0,0,0,1,1,3,0,6,0,1,1,1,1,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,Normal_190
5,5,1,1,1,1,0,1,1,1,2,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,Normal_191
0,5,0,3,4,3,0,3,0,3,1,3,0,0,2,2,0,3,1,3,0,1,3,1,0,0,1,0,1,2,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Normal_192
5,5,0,2,2,2,0,2,2,2,1,2,0,0,0,0,0,2,0,0,0,0,2,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,3,0,0,Normal_193
5,5,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,4,0,1,Normal_194
5,5,1,2,3,2,1,1,1,1,0,1,0,0,1,1,2,6,3,13,5,3,6,11,0,0,0,0,1,1,3,0,6,0,1,1,1,1,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,Normal_195
6,6,1,3,3,3,2,3,2,5,2,9,4,3,0,0,1,4,0,3,2,2,4,3,2,2,2,2,2,1,2,0,1,1,1,1,3,1,1,1,0,2,2,0,2,2,3,4,1,1,2,0,2,2,2,0,2,2,0,0,1,1,1,Normal_196
0,5,0,2,2,3,0,3,0,3,0,3,0,0,2,2,0,3,0,0,0,0,3,0,2,1,3,0,1,0,1,0,0,0,2,2,0,1,2,0,2,0,0,0,0,3,3,1,2,1,1,0,0,0,0,0,2,2,0,0,2,0,0,Normal_197
0,5,0,3,4,3,0,3,0,3,1,3,0,0,2,2,0,3,1,3,0,1,3,1,0,0,1,0,1,2,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Normal_198
5,5,0,2,2,2,0,2,2,2,1,2,0,0,0,0,0,2,0,0,0,0,2,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,2,0,2,0,0,0,0,0,0,2,3,0,0,Normal_199
0,5,0,4,7,5,2,4,0,4,3,4,0,0,1,1,0,4,2,5,0,1,4,1,1,1,1,0,3,4,1,0,0,0,3,3,4,3,3,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal_2
5,5,0,3,3,4,3,7,4,11,4,15,4,7,5,5,0,10,6,10,6,2,10,10,2,2,2,2,4,0,3,1,4,3,1,1,2,1,1,0,1,2,2,0,3,2,4,6,1,1,2,0,4,2,6,0,0,0,0,1,1,0,0,Normal_20
5,5,2,3,3,3,1,3,2,3,2,3,0,0,1,1,0,3,0,0,0,0,3,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,1,0,0,3,0,3,0,0,0,1,1,0,1,2,0,1,Normal_21
0,5,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,Normal_22
